publication_date,report_date,country,province,health_zone,confirmed_cases,probable_cases,confirmed_deaths,total_cases,total_deaths,total_suspected_cases,new_deaths,new_cured,total_cured,new_suspected_cases,old_suspected_cases,confirmed_cases_change,probable_cases_change,total_cases_change,confirmed_deaths_change,total_deaths_change,total_suspected_cases_change,source
2019-03-11,2019-03-10,COD,North Kivu,Musienene,6,1,2,7,3,11,NA,NA,NA,NA,NA,0,0,0,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Mutwanga,4,0,3,4,3,0,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Oicha,31,0,19,31,19,5,NA,NA,NA,NA,NA,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Vuhovi,13,0,10,13,10,5,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,Ituri,Komanda,27,9,9,36,18,14,NA,NA,NA,NA,NA,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,Ituri,Mandima,24,3,13,27,16,3,NA,NA,NA,NA,NA,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,-8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-10,2019-03-09,COD,North Kivu,Alimbongo,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Beni,226,9,118,235,127,77,NA,NA,NA,NA,NA,0,0,0,0,0,22,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Biena,5,0,5,5,5,6,NA,NA,NA,NA,NA,0,0,0,0,0,-10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Butembo,87,0,53,87,53,4,NA,NA,NA,NA,NA,2,0,2,4,4,-14,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Goma,0,0,0,0,0,6,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Kalunguta,45,13,20,58,33,5,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Katwa,257,11,182,268,193,14,NA,NA,NA,NA,NA,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Kayina,5,0,3,5,3,0,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Kyondo,16,2,12,18,14,7,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Lubero,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Mabalako,90,16,54,106,70,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Mangurujipa,5,0,4,5,4,1,NA,NA,NA,NA,NA,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Masereka,10,1,5,11,6,5,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Musienene,6,1,2,7,3,18,NA,NA,NA,NA,NA,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Mutwanga,4,0,3,4,3,2,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Oicha,31,0,19,31,19,8,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Vuhovi,13,0,10,13,10,2,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,Ituri,Komanda,27,9,9,36,18,17,NA,NA,NA,NA,NA,0,0,0,0,0,-52,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,Ituri,Mandima,24,3,13,27,16,7,NA,NA,NA,NA,NA,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,9,NA,NA,NA,NA,NA,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-09,2019-03-08,COD,North Kivu,Alimbongo,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Beni,226,9,118,235,127,55,NA,NA,NA,NA,NA,0,0,0,0,0,8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Biena,5,0,5,5,5,16,NA,NA,NA,NA,NA,0,0,0,0,0,16,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Butembo,85,0,49,85,49,18,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Goma,0,0,0,0,0,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Kalunguta,45,13,20,58,33,2,NA,NA,NA,NA,NA,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Katwa,257,11,182,268,193,18,NA,NA,NA,NA,NA,1,0,1,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Kayina,5,0,3,5,3,2,NA,NA,NA,NA,NA,0,0,0,0,0,-9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Kyondo,16,2,12,18,14,5,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Lubero,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Mabalako,90,16,54,106,70,3,NA,NA,NA,NA,NA,0,0,0,-1,-1,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Mangurujipa,5,0,4,5,4,7,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Masereka,10,1,5,11,6,4,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Musienene,6,1,2,7,3,13,NA,NA,NA,NA,NA,0,0,0,0,0,-10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Mutwanga,4,0,3,4,3,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Oicha,31,0,19,31,19,8,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Vuhovi,13,0,10,13,10,3,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,Ituri,Komanda,27,9,9,36,18,69,NA,NA,NA,NA,NA,0,0,0,0,0,57,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,Ituri,Mandima,24,3,13,27,16,3,NA,NA,NA,NA,NA,0,0,0,1,1,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,Ituri,Nyankunde,1,0,1,1,1,6,NA,NA,NA,NA,NA,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,13,NA,NA,NA,NA,NA,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-08,2019-03-07,COD,North Kivu,Alimbongo,0,0,0,0,0,6,NA,NA,NA,NA,NA,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Beni,226,9,118,235,127,47,NA,NA,NA,NA,NA,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Biena,5,0,5,5,5,0,NA,NA,NA,NA,NA,0,0,0,0,0,-9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Butembo,85,0,49,85,49,19,NA,NA,NA,NA,NA,0,0,0,2,2,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Goma,0,0,0,0,0,3,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Kalunguta,45,13,20,58,33,5,NA,NA,NA,NA,NA,1,0,1,1,1,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Katwa,256,11,182,267,193,21,NA,NA,NA,NA,NA,2,0,2,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Kayina,5,0,3,5,3,11,NA,NA,NA,NA,NA,0,0,0,0,0,8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Kyondo,16,2,12,18,14,7,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Lubero,1,0,1,1,1,1,NA,NA,NA,NA,NA,1,0,1,1,1,-10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Mabalako,90,16,55,106,71,6,NA,NA,NA,NA,NA,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Mangurujipa,5,0,4,5,4,4,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Masereka,10,1,5,11,6,5,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Musienene,6,1,2,7,3,23,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Mutwanga,4,0,3,4,3,3,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Oicha,31,0,19,31,19,7,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Vuhovi,13,0,10,13,10,1,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,Ituri,Komanda,27,9,9,36,18,12,NA,NA,NA,NA,NA,0,0,0,0,0,9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,Ituri,Mandima,24,3,12,27,15,2,NA,NA,NA,NA,NA,1,0,1,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,7,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-07,2019-03-06,COD,North Kivu,Alimbongo,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Beni,226,9,118,235,127,51,NA,NA,NA,NA,NA,0,0,0,0,0,-18,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Biena,5,0,5,5,5,9,NA,NA,NA,NA,NA,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Butembo,85,0,47,85,47,14,NA,NA,NA,NA,NA,1,0,1,3,3,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Goma,0,0,0,0,0,5,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Kalunguta,44,13,19,57,32,10,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Katwa,254,11,182,265,193,20,NA,NA,NA,NA,NA,5,0,5,1,1,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Kayina,5,0,3,5,3,3,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Kyondo,16,2,12,18,14,5,NA,NA,NA,NA,NA,1,0,1,1,1,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Lubero,0,0,0,0,0,11,NA,NA,NA,NA,NA,0,0,0,0,0,11,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Mabalako,90,16,55,106,71,0,NA,NA,NA,NA,NA,0,0,0,1,1,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Mangurujipa,5,0,4,5,4,5,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Masereka,10,1,5,11,6,3,NA,NA,NA,NA,NA,0,-1,-1,0,-1,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Musienene,6,1,2,7,3,22,NA,NA,NA,NA,NA,0,0,0,0,0,-8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Mutwanga,4,0,3,4,3,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Oicha,31,0,19,31,19,7,NA,NA,NA,NA,NA,0,0,0,0,0,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Vuhovi,13,0,10,13,10,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,Ituri,Komanda,27,9,9,36,18,3,NA,NA,NA,NA,NA,0,0,0,0,0,-12,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,Ituri,Mandima,23,3,12,26,15,2,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,7,NA,NA,NA,NA,NA,0,0,0,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-06,2019-03-05,COD,North Kivu,Alimbongo,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Beni,226,9,118,235,127,69,NA,NA,NA,NA,NA,0,0,0,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Biena,5,0,5,5,5,4,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Butembo,84,0,44,84,44,20,NA,NA,NA,NA,NA,1,0,1,1,1,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Goma,0,0,0,0,0,4,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Kalunguta,44,13,19,57,32,9,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Katwa,249,11,181,260,192,22,NA,NA,NA,NA,NA,2,0,2,0,0,12,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Kayina,5,0,3,5,3,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Kyondo,15,2,11,17,13,2,NA,NA,NA,NA,NA,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Lubero,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Mabalako,90,16,54,106,70,6,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Mangurujipa,5,0,4,5,4,2,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Masereka,10,2,5,12,7,6,NA,NA,NA,NA,NA,1,1,2,1,2,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Musienene,6,1,2,7,3,30,NA,NA,NA,NA,NA,0,0,0,0,0,11,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Mutwanga,4,0,3,4,3,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Oicha,31,0,19,31,19,12,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,North Kivu,Vuhovi,13,0,10,13,10,2,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,Ituri,Komanda,27,9,9,36,18,15,NA,NA,NA,NA,NA,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,Ituri,Mandima,23,3,12,26,15,0,NA,NA,NA,NA,NA,2,0,2,1,1,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,14,NA,NA,NA,NA,NA,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-06,2019-03-05,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mar19
2019-03-05,2019-03-04,COD,North Kivu,Beni,226,9,118,235,127,76,NA,NA,NA,NA,NA,0,0,0,0,0,27,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Biena,5,0,5,5,5,2,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Butembo,83,0,43,83,43,21,NA,NA,NA,NA,NA,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Goma,0,0,0,0,0,6,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Kalunguta,44,13,19,57,32,6,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Katwa,247,11,181,258,192,10,NA,NA,NA,NA,NA,2,0,2,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Kayina,5,0,3,5,3,4,NA,NA,NA,NA,NA,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Kyondo,15,2,11,17,13,5,NA,NA,NA,NA,NA,0,0,0,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Lubero,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Mabalako,90,16,54,106,70,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Mangurujipa,5,0,4,5,4,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Masereka,9,1,4,10,5,7,NA,NA,NA,NA,NA,1,0,1,1,1,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Musienene,6,1,2,7,3,19,NA,NA,NA,NA,NA,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Mutwanga,4,0,3,4,3,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Oicha,31,0,19,31,19,9,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,North Kivu,Vuhovi,13,0,10,13,10,0,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
2019-03-05,2019-03-04,COD,Ituri,Komanda,27,9,9,36,18,11,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mar19
